rank	word	count	level	source	flags
395	กรุ	7291871	pre-a1	phupha-wordfreq	pythainlp
396	วอ	7285785	pre-a1	phupha-wordfreq	pythainlp|short-token-review
397	จ้า	7280969	pre-a1	phupha-wordfreq	pythainlp
398	ชาต	7214531	pre-a1	phupha-wordfreq	pythainlp
399	ซี	7167409	pre-a1	phupha-wordfreq	pythainlp|short-token-review
400	ฝาก	7152426	pre-a1	phupha-wordfreq	pythainlp
401	อะ	7144600	pre-a1	phupha-wordfreq	pythainlp|short-token-review
402	ดร	7132286	pre-a1	phupha-wordfreq	pythainlp|short-token-review
403	แพ	7129752	pre-a1	phupha-wordfreq	pythainlp|short-token-review
404	ชาติ	7071680	pre-a1	phupha-wordfreq	pythainlp
405	ศึก	7066055	pre-a1	phupha-wordfreq	pythainlp
406	เดิมพัน	7053345	pre-a1	phupha-wordfreq	pythainlp
407	จน	7042900	pre-a1	phupha-wordfreq	pythainlp|short-token-review
408	ประเทศ	7000427	pre-a1	phupha-wordfreq	pythainlp
409	คาส	6998545	pre-a1	phupha-wordfreq	pythainlp
410	หนัง	6993483	pre-a1	phupha-wordfreq	pythainlp
411	ใช้งาน	6953066	pre-a1	phupha-wordfreq	pythainlp
412	ภัย	6896604	pre-a1	phupha-wordfreq	pythainlp
413	มง	6820807	pre-a1	phupha-wordfreq	pythainlp|short-token-review
414	ใหญ่	6810284	pre-a1	phupha-wordfreq	pythainlp
415	ดง	6766152	pre-a1	phupha-wordfreq	pythainlp|short-token-review
416	กี่	6733934	pre-a1	phupha-wordfreq	pythainlp
417	กด	6732141	pre-a1	phupha-wordfreq	pythainlp|short-token-review
418	ตี	6711389	pre-a1	phupha-wordfreq	pythainlp|short-token-review
419	แอ	6646198	pre-a1	phupha-wordfreq	pythainlp|short-token-review
420	พนัน	6640182	pre-a1	phupha-wordfreq	pythainlp
421	ภาษ	6628390	pre-a1	phupha-wordfreq	pythainlp
422	รน	6628134	pre-a1	phupha-wordfreq	pythainlp|short-token-review
423	รั้ง	6618945	pre-a1	phupha-wordfreq	pythainlp
424	ร่วม	6611814	pre-a1	phupha-wordfreq	pythainlp
425	รัก	6603032	pre-a1	phupha-wordfreq	pythainlp
426	ยาก	6589619	pre-a1	phupha-wordfreq	pythainlp
427	ศึกษา	6583227	pre-a1	phupha-wordfreq	pythainlp
428	ครั้ง	6572223	pre-a1	phupha-wordfreq	pythainlp
429	กง	6568189	pre-a1	phupha-wordfreq	pythainlp|short-token-review
430	ตุ	6564325	pre-a1	phupha-wordfreq	pythainlp|short-token-review
431	ไว	6511160	pre-a1	phupha-wordfreq	pythainlp|short-token-review
432	มัน	6504284	pre-a1	phupha-wordfreq	pythainlp
433	ลอง	6494936	pre-a1	phupha-wordfreq	pythainlp
434	มุ	6480804	pre-a1	phupha-wordfreq	pythainlp|short-token-review
435	รูป	6479190	pre-a1	phupha-wordfreq	pythainlp
436	การณ์	6470142	pre-a1	phupha-wordfreq	pythainlp
437	ถือ	6455501	pre-a1	phupha-wordfreq	pythainlp
438	แจ	6387694	pre-a1	phupha-wordfreq	pythainlp|short-token-review
439	คาสิโน	6363700	pre-a1	phupha-wordfreq	pythainlp
440	ยี	6327052	pre-a1	phupha-wordfreq	pythainlp|short-token-review
441	เทพ	6316401	pre-a1	phupha-wordfreq	pythainlp
442	ยอด	6313649	pre-a1	phupha-wordfreq	pythainlp
443	สิทธ	6291484	pre-a1	phupha-wordfreq	pythainlp
444	สมาชิก	6262360	pre-a1	phupha-wordfreq	pythainlp
445	ราง	6250524	pre-a1	phupha-wordfreq	pythainlp
446	สิทธิ	6248623	pre-a1	phupha-wordfreq	pythainlp
447	ชุ	6242248	pre-a1	phupha-wordfreq	pythainlp|short-token-review
448	ลี่	6231923	pre-a1	phupha-wordfreq	pythainlp
449	งง	6188001	pre-a1	phupha-wordfreq	pythainlp|short-token-review
450	บาย	6184210	pre-a1	phupha-wordfreq	pythainlp
451	ทุน	6179674	pre-a1	phupha-wordfreq	pythainlp
452	ซื้อ	6163724	pre-a1	phupha-wordfreq	pythainlp
453	ดิน	6159229	pre-a1	phupha-wordfreq	pythainlp
454	วัด	6149295	pre-a1	phupha-wordfreq	pythainlp
455	อาจ	6121480	pre-a1	phupha-wordfreq	pythainlp
456	แค	6120233	pre-a1	phupha-wordfreq	pythainlp|short-token-review
457	ถอน	6107196	pre-a1	phupha-wordfreq	pythainlp
458	แป	6099108	pre-a1	phupha-wordfreq	pythainlp|short-token-review
459	ธร	6094445	pre-a1	phupha-wordfreq	pythainlp|short-token-review
460	โบ	6087831	pre-a1	phupha-wordfreq	pythainlp|short-token-review
461	ไฟ	6082709	pre-a1	phupha-wordfreq	pythainlp|short-token-review
462	ต้องการ	6069546	pre-a1	phupha-wordfreq	pythainlp
463	สอบ	6012148	pre-a1	phupha-wordfreq	pythainlp
464	ร่า	5988185	pre-a1	phupha-wordfreq	pythainlp
465	โย	5982806	pre-a1	phupha-wordfreq	pythainlp|short-token-review
466	วท	5975462	pre-a1	phupha-wordfreq	pythainlp|short-token-review
467	หมาย	5962497	pre-a1	phupha-wordfreq	pythainlp
468	ห้อ	5962126	pre-a1	phupha-wordfreq	pythainlp
469	ก่อน	5958632	pre-a1	phupha-wordfreq	pythainlp
470	ราช	5958611	pre-a1	phupha-wordfreq	pythainlp
471	บัน	5949314	pre-a1	phupha-wordfreq	pythainlp
472	หมด	5943421	pre-a1	phupha-wordfreq	pythainlp
473	นึ่ง	5918869	pre-a1	phupha-wordfreq	pythainlp
474	ลับ	5911707	pre-a1	phupha-wordfreq	pythainlp
475	อป	5874709	pre-a1	phupha-wordfreq	pythainlp|short-token-review
476	หาก	5851473	pre-a1	phupha-wordfreq	pythainlp
477	บี	5840412	pre-a1	phupha-wordfreq	pythainlp|short-token-review
478	หลัง	5837053	pre-a1	phupha-wordfreq	pythainlp
479	ระดับ	5822616	pre-a1	phupha-wordfreq	pythainlp
480	ลาด	5820270	pre-a1	phupha-wordfreq	pythainlp
481	เช่น	5817873	pre-a1	phupha-wordfreq	pythainlp
482	กรุง	5816423	pre-a1	phupha-wordfreq	pythainlp
483	หนึ่ง	5813679	pre-a1	phupha-wordfreq	pythainlp
484	ลิต	5806591	pre-a1	phupha-wordfreq	pythainlp
485	จิ	5744011	pre-a1	phupha-wordfreq	pythainlp|short-token-review
486	ด้าน	5728135	pre-a1	phupha-wordfreq	pythainlp
487	ทอ	5727693	pre-a1	phupha-wordfreq	pythainlp|short-token-review
488	เอง	5708597	pre-a1	phupha-wordfreq	pythainlp
489	ที่จะ	5652835	pre-a1	phupha-wordfreq	pythainlp
490	พื้น	5641483	pre-a1	phupha-wordfreq	pythainlp
491	โอก	5626363	pre-a1	phupha-wordfreq	pythainlp
492	เฉ	5613046	pre-a1	phupha-wordfreq	pythainlp|short-token-review
493	ทัน	5602975	pre-a1	phupha-wordfreq	pythainlp
494	รอบ	5600469	pre-a1	phupha-wordfreq	pythainlp
495	ธรรม	5561718	pre-a1	phupha-wordfreq	pythainlp
496	โรง	5557821	pre-a1	phupha-wordfreq	pythainlp
497	สิ่ง	5545589	pre-a1	phupha-wordfreq	pythainlp
498	เกี่ยว	5544430	pre-a1	phupha-wordfreq	pythainlp
499	ทน	5522197	pre-a1	phupha-wordfreq	pythainlp|short-token-review
500	ริม	5516473	pre-a1	phupha-wordfreq	pythainlp
501	ปลอด	5497196	a1	phupha-wordfreq	pythainlp
502	โอกาส	5495689	a1	phupha-wordfreq	pythainlp
503	ผลิ	5492957	a1	phupha-wordfreq	pythainlp
504	เริ่ม	5490585	a1	phupha-wordfreq	pythainlp
505	พิม	5490083	a1	phupha-wordfreq	pythainlp
506	แตก	5459931	a1	phupha-wordfreq	pythainlp
507	อ่า	5451133	a1	phupha-wordfreq	pythainlp
508	ข่า	5450138	a1	phupha-wordfreq	pythainlp
509	บาง	5443411	a1	phupha-wordfreq	pythainlp
510	ผลิต	5429332	a1	phupha-wordfreq	pythainlp
511	ชม	5421202	a1	phupha-wordfreq	pythainlp|short-token-review
512	โลก	5412138	a1	phupha-wordfreq	pythainlp
513	ประสบ	5403879	a1	phupha-wordfreq	pythainlp
514	ภาษา	5403697	a1	phupha-wordfreq	pythainlp
515	เขา	5388648	a1	phupha-wordfreq	pythainlp
516	พิมพ	5379255	a1	phupha-wordfreq	pythainlp
517	อื่น	5374998	a1	phupha-wordfreq	pythainlp
518	พิมพ์	5360699	a1	phupha-wordfreq	pythainlp
519	เร็ว	5357912	a1	phupha-wordfreq	pythainlp
520	กรุงเทพ	5357116	a1	phupha-wordfreq	pythainlp
521	ปลอดภัย	5346929	a1	phupha-wordfreq	pythainlp
522	ตอบ	5319639	a1	phupha-wordfreq	pythainlp
523	สง	5316128	a1	phupha-wordfreq	pythainlp|short-token-review
524	เกิด	5314001	a1	phupha-wordfreq	pythainlp
525	เติม	5283255	a1	phupha-wordfreq	pythainlp
526	สนุก	5280708	a1	phupha-wordfreq	pythainlp
527	เพรา	5279565	a1	phupha-wordfreq	pythainlp
528	มล	5253351	a1	phupha-wordfreq	pythainlp|short-token-review
529	เพียง	5250945	a1	phupha-wordfreq	pythainlp
530	เปล	5242823	a1	phupha-wordfreq	pythainlp
531	ลาก	5231227	a1	phupha-wordfreq	pythainlp
532	เพราะ	5228466	a1	phupha-wordfreq	pythainlp
533	โต	5223670	a1	phupha-wordfreq	pythainlp|short-token-review
534	แข	5218514	a1	phupha-wordfreq	pythainlp|short-token-review
535	สู่	5214227	a1	phupha-wordfreq	pythainlp
536	ไม่ต้อง	5200032	a1	phupha-wordfreq	pythainlp
537	ทยา	5169827	a1	phupha-wordfreq	pythainlp
538	หลัก	5145336	a1	phupha-wordfreq	pythainlp
539	เห็น	5137172	a1	phupha-wordfreq	pythainlp
540	ดัง	5126344	a1	phupha-wordfreq	pythainlp
541	พอ	5120713	a1	phupha-wordfreq	pythainlp|short-token-review
542	กลา	5087850	a1	phupha-wordfreq	pythainlp
543	ขั้น	5073089	a1	phupha-wordfreq	pythainlp
544	โท	5048233	a1	phupha-wordfreq	pythainlp|short-token-review
545	อ่าน	5013501	a1	phupha-wordfreq	pythainlp
546	เชื่อ	4982023	a1	phupha-wordfreq	pythainlp
547	วิทย	4978062	a1	phupha-wordfreq	pythainlp
548	ควร	4958772	a1	phupha-wordfreq	pythainlp
549	เจ้	4955030	a1	phupha-wordfreq	pythainlp
550	นาย	4932881	a1	phupha-wordfreq	pythainlp
551	โปรโมชั่น	4930946	a1	phupha-wordfreq	pythainlp
552	เจ้า	4897280	a1	phupha-wordfreq	pythainlp
553	นอก	4882959	a1	phupha-wordfreq	pythainlp
554	วิธ	4861448	a1	phupha-wordfreq	pythainlp
555	สำคัญ	4860664	a1	phupha-wordfreq	pythainlp
556	ฐาน	4859581	a1	phupha-wordfreq	pythainlp
557	เอียด	4858209	a1	phupha-wordfreq	pythainlp
558	ละเอียด	4839261	a1	phupha-wordfreq	pythainlp
559	ม.	4833996	a1	phupha-wordfreq	pythainlp|short-token-review|abbrev-or-formula
560	เดียว	4830634	a1	phupha-wordfreq	pythainlp
561	วิธี	4830250	a1	phupha-wordfreq	pythainlp
562	ครับ	4827528	a1	phupha-wordfreq	pythainlp
563	ประสบการณ์	4818985	a1	phupha-wordfreq	pythainlp
564	ด้อย	4795627	a1	phupha-wordfreq	pythainlp
565	พัฒน	4790111	a1	phupha-wordfreq	pythainlp
566	ห้อง	4789068	a1	phupha-wordfreq	pythainlp
567	ผิ	4786025	a1	phupha-wordfreq	pythainlp|short-token-review
568	ตรา	4785610	a1	phupha-wordfreq	pythainlp
569	ผม	4775241	a1	phupha-wordfreq	pythainlp|short-token-review
570	เหมา	4771886	a1	phupha-wordfreq	pythainlp
571	เศษ	4743355	a1	phupha-wordfreq	pythainlp
572	ไข	4720618	a1	phupha-wordfreq	pythainlp|short-token-review
573	รางวัล	4709905	a1	phupha-wordfreq	pythainlp
574	กัด	4690645	a1	phupha-wordfreq	pythainlp
575	ให้บริการ	4686039	a1	phupha-wordfreq	pythainlp
576	นอน	4678385	a1	phupha-wordfreq	pythainlp
577	นาด	4675204	a1	phupha-wordfreq	pythainlp
578	อห	4674671	a1	phupha-wordfreq	pythainlp|short-token-review
579	บริษัท	4666005	a1	phupha-wordfreq	pythainlp
580	เท่	4661952	a1	phupha-wordfreq	pythainlp
581	เพล	4659803	a1	phupha-wordfreq	pythainlp
582	แปล	4656676	a1	phupha-wordfreq	pythainlp
583	อัน	4641037	a1	phupha-wordfreq	pythainlp
584	ไว้	4637530	a1	phupha-wordfreq	pythainlp
585	มั่น	4636838	a1	phupha-wordfreq	pythainlp
586	นง	4636136	a1	phupha-wordfreq	pythainlp|short-token-review
587	โบนัส	4629092	a1	phupha-wordfreq	pythainlp
588	พบ	4622379	a1	phupha-wordfreq	pythainlp|short-token-review
589	จ่า	4589654	a1	phupha-wordfreq	pythainlp
590	พัฒนา	4576759	a1	phupha-wordfreq	pythainlp
591	ล้า	4567752	a1	phupha-wordfreq	pythainlp
592	เทค	4561488	a1	phupha-wordfreq	pythainlp
593	ทด	4560344	a1	phupha-wordfreq	pythainlp|short-token-review
594	ปลี	4551557	a1	phupha-wordfreq	pythainlp
595	กำลัง	4540170	a1	phupha-wordfreq	pythainlp
596	เท่า	4527420	a1	phupha-wordfreq	pythainlp
597	ครบ	4514347	a1	phupha-wordfreq	pythainlp
598	ทะ	4500945	a1	phupha-wordfreq	pythainlp|short-token-review
599	วิทยา	4500376	a1	phupha-wordfreq	pythainlp
600	ขนาด	4433970	a1	phupha-wordfreq	pythainlp
601	จึง	4416973	a1	phupha-wordfreq	pythainlp
602	ภาย	4415740	a1	phupha-wordfreq	pythainlp
603	จ่าย	4403718	a1	phupha-wordfreq	pythainlp
604	พิเศษ	4402433	a1	phupha-wordfreq	pythainlp
605	ตลอด	4401835	a1	phupha-wordfreq	pythainlp
606	แห่	4397667	a1	phupha-wordfreq	pythainlp
607	เครดิต	4386106	a1	phupha-wordfreq	pythainlp
608	ภาค	4385198	a1	phupha-wordfreq	pythainlp
609	สาย	4376066	a1	phupha-wordfreq	pythainlp
610	ตน	4374074	a1	phupha-wordfreq	pythainlp|short-token-review
611	ข่าว	4363841	a1	phupha-wordfreq	pythainlp
612	ชนะ	4358312	a1	phupha-wordfreq	pythainlp
613	เมือ	4345498	a1	phupha-wordfreq	pythainlp
614	จัง	4324266	a1	phupha-wordfreq	pythainlp
615	จำนวน	4319661	a1	phupha-wordfreq	pythainlp
616	บิ	4318853	a1	phupha-wordfreq	pythainlp|short-token-review
617	อาหาร	4316103	a1	phupha-wordfreq	pythainlp
618	วี	4307526	a1	phupha-wordfreq	pythainlp|short-token-review
619	แก้	4305917	a1	phupha-wordfreq	pythainlp
620	หย	4302549	a1	phupha-wordfreq	pythainlp|short-token-review
621	อัต	4297838	a1	phupha-wordfreq	pythainlp
622	เมือง	4297295	a1	phupha-wordfreq	pythainlp
623	ดือ	4297269	a1	phupha-wordfreq	pythainlp
624	ชั้น	4286354	a1	phupha-wordfreq	pythainlp
625	เปลี่ยน	4282170	a1	phupha-wordfreq	pythainlp
626	แห่ง	4273332	a1	phupha-wordfreq	pythainlp
627	คิด	4271233	a1	phupha-wordfreq	pythainlp
628	จี	4244478	a1	phupha-wordfreq	pythainlp|short-token-review
629	ถาน	4222627	a1	phupha-wordfreq	pythainlp
630	สถาน	4203040	a1	phupha-wordfreq	pythainlp
631	ใส	4201128	a1	phupha-wordfreq	pythainlp|short-token-review
632	ตู	4196719	a1	phupha-wordfreq	pythainlp|short-token-review
633	ทั่ว	4189894	a1	phupha-wordfreq	pythainlp
634	นรา	4181424	a1	phupha-wordfreq	pythainlp
635	นิยม	4178262	a1	phupha-wordfreq	pythainlp
636	เพิ่มเติม	4171025	a1	phupha-wordfreq	pythainlp
637	ปรับ	4168541	a1	phupha-wordfreq	pythainlp
638	คู	4149573	a1	phupha-wordfreq	pythainlp|short-token-review
639	ติดต่อ	4139635	a1	phupha-wordfreq	pythainlp
640	แรง	4138191	a1	phupha-wordfreq	pythainlp
641	รายละเอียด	4137406	a1	phupha-wordfreq	pythainlp
642	พวก	4135751	a1	phupha-wordfreq	pythainlp
643	ทีม	4129983	a1	phupha-wordfreq	pythainlp
644	กฎ	4129848	a1	phupha-wordfreq	pythainlp|short-token-review
645	เต็ม	4102425	a1	phupha-wordfreq	pythainlp
646	ศาสตร	4098652	a1	phupha-wordfreq	pythainlp
647	ระกา	4093702	a1	phupha-wordfreq	pythainlp
648	ศร	4080226	a1	phupha-wordfreq	pythainlp|short-token-review
649	นี่	4074057	a1	phupha-wordfreq	pythainlp
650	เหมาะ	4070258	a1	phupha-wordfreq	pythainlp
651	สุข	4063306	a1	phupha-wordfreq	pythainlp
652	ธุร	4033669	a1	phupha-wordfreq	pythainlp
653	แนะ	3987113	a1	phupha-wordfreq	pythainlp
654	แรก	3981093	a1	phupha-wordfreq	pythainlp
655	แสด	3979352	a1	phupha-wordfreq	pythainlp
656	พันธ	3978678	a1	phupha-wordfreq	pythainlp
657	เดือน	3972320	a1	phupha-wordfreq	pythainlp
658	แน่	3967859	a1	phupha-wordfreq	pythainlp
659	แสดง	3962452	a1	phupha-wordfreq	pythainlp
660	สาว	3960737	a1	phupha-wordfreq	pythainlp
661	น้อย	3943318	a1	phupha-wordfreq	pythainlp
662	ยิ่ง	3942318	a1	phupha-wordfreq	pythainlp
663	ทั้งหมด	3935300	a1	phupha-wordfreq	pythainlp
664	ร้าน	3935032	a1	phupha-wordfreq	pythainlp
665	ตะ	3933047	a1	phupha-wordfreq	pythainlp|short-token-review
666	ฟอ	3929973	a1	phupha-wordfreq	pythainlp|short-token-review
667	หัว	3916319	a1	phupha-wordfreq	pythainlp
668	ลบ	3881813	a1	phupha-wordfreq	pythainlp|short-token-review
669	ซอ	3873626	a1	phupha-wordfreq	pythainlp|short-token-review
670	ชอบ	3863649	a1	phupha-wordfreq	pythainlp
671	ยะ	3861222	a1	phupha-wordfreq	pythainlp|short-token-review
672	วาง	3855874	a1	phupha-wordfreq	pythainlp
673	แทง	3848121	a1	phupha-wordfreq	pythainlp
674	ครา	3847131	a1	phupha-wordfreq	pythainlp
675	นาค	3842940	a1	phupha-wordfreq	pythainlp
676	ชีว	3840499	a1	phupha-wordfreq	pythainlp
677	เดิน	3839210	a1	phupha-wordfreq	pythainlp
678	วาร	3834982	a1	phupha-wordfreq	pythainlp
679	ดำ	3831612	a1	phupha-wordfreq	pythainlp|short-token-review
680	เสน	3812765	a1	phupha-wordfreq	pythainlp
681	สะดวก	3790345	a1	phupha-wordfreq	pythainlp
682	ค่าย	3781424	a1	phupha-wordfreq	pythainlp
683	ปอ	3775722	a1	phupha-wordfreq	pythainlp|short-token-review
684	ลูกค้า	3773606	a1	phupha-wordfreq	pythainlp
685	แค่	3773088	a1	phupha-wordfreq	pythainlp
686	ต่ำ	3762089	a1	phupha-wordfreq	pythainlp
687	มหานคร	3760157	a1	phupha-wordfreq	pythainlp
688	ตำ	3746602	a1	phupha-wordfreq	pythainlp|short-token-review
689	สนใจ	3737444	a1	phupha-wordfreq	pythainlp
690	ถ้า	3736725	a1	phupha-wordfreq	pythainlp
691	ข้าม	3735279	a1	phupha-wordfreq	pythainlp
692	แม่	3722958	a1	phupha-wordfreq	pythainlp
693	ปัญหา	3721199	a1	phupha-wordfreq	pythainlp
694	กรุงเทพมหานคร	3709128	a1	phupha-wordfreq	pythainlp
695	โทร	3705672	a1	phupha-wordfreq	pythainlp
696	ล้อ	3699273	a1	phupha-wordfreq	pythainlp
697	มอง	3696465	a1	phupha-wordfreq	pythainlp
698	เหตุ	3695351	a1	phupha-wordfreq	pythainlp
699	กิน	3682722	a1	phupha-wordfreq	pythainlp
700	ตรี	3678300	a1	phupha-wordfreq	pythainlp
701	บด	3673293	a1	phupha-wordfreq	pythainlp|short-token-review
702	พลิ	3670122	a1	phupha-wordfreq	pythainlp
703	คง	3659085	a1	phupha-wordfreq	pythainlp|short-token-review
704	โครง	3653609	a1	phupha-wordfreq	pythainlp
705	ตรวจ	3649206	a1	phupha-wordfreq	pythainlp
706	จำกัด	3635860	a1	phupha-wordfreq	pythainlp
707	ลาง	3631988	a1	phupha-wordfreq	pythainlp
708	อะไร	3623705	a1	phupha-wordfreq	pythainlp
709	ต่างๆ	3619613	a1	phupha-wordfreq	pythainlp
710	ราม	3619042	a1	phupha-wordfreq	pythainlp
711	รุ่น	3617978	a1	phupha-wordfreq	pythainlp
712	ทำงาน	3611558	a1	phupha-wordfreq	pythainlp
713	เนื่อง	3600887	a1	phupha-wordfreq	pythainlp
714	โห	3599815	a1	phupha-wordfreq	pythainlp|short-token-review
715	ดม	3597830	a1	phupha-wordfreq	pythainlp|short-token-review
716	กุ	3595887	a1	phupha-wordfreq	pythainlp|short-token-review
717	แนว	3580152	a1	phupha-wordfreq	pythainlp
718	กลับ	3575258	a1	phupha-wordfreq	pythainlp
719	การก	3570295	a1	phupha-wordfreq	pythainlp
720	ภู	3569251	a1	phupha-wordfreq	pythainlp|short-token-review
721	ปา	3567208	a1	phupha-wordfreq	pythainlp|short-token-review
722	นานา	3553624	a1	phupha-wordfreq	pythainlp
723	ศาสตร์	3547929	a1	phupha-wordfreq	pythainlp
724	บ่	3531443	a1	phupha-wordfreq	pythainlp|short-token-review
725	มากมาย	3523108	a1	phupha-wordfreq	pythainlp
726	น.	3516797	a1	phupha-wordfreq	pythainlp|short-token-review|abbrev-or-formula
727	ลม	3491875	a1	phupha-wordfreq	pythainlp|short-token-review
728	รัฐ	3460933	a1	phupha-wordfreq	pythainlp
729	พื้นที่	3460912	a1	phupha-wordfreq	pythainlp
730	กลาง	3460084	a1	phupha-wordfreq	pythainlp
731	เลข	3455836	a1	phupha-wordfreq	pythainlp
